,ticker,date,marketcap,pb,mom,volume,volatility,roe,accruals,agr,sector,mktvol
4918,ACNB,2023-11-10,300.3,1.2,-0.08942549719248738,10673.0,0.0514791664022264,0.1491332787418976,-0.015505283201294408,-0.026646385943906226,Financial Services,0.1568115661039658
5015,ACNT,2023-11-10,84.4,0.9,-0.25393883225208513,6876.2,0.03788408777511106,-0.31770025594443074,-0.5380783278578527,-0.0797877528910288,Basic Materials,0.1568115661039658
5169,ACOR,2023-11-10,12.3,0.2,-0.29458239277652376,1786.0,0.1293883723499495,-0.26627542836774704,-0.12182702344883774,-0.026504440334438994,Healthcare,0.1568115661039658
5266,ACR,2023-11-10,64.3,0.1,-0.19625246548323472,8759.2,0.037495055113096226,0.030461534044416372,-0.08419759112246802,-0.01755782748052892,Real Estate,0.1568115661039658
5363,ACRE,2023-11-10,518.1,0.8,-0.08885394141930414,339712.6,0.043168144717230066,0.00486902780007831,-0.06807765655677904,-0.036060162945852126,Real Estate,0.1568115661039658
5947,ACU,2023-11-10,111.2,1.3,0.12119950020824644,9368.2,0.08368896844588261,0.07286533552105004,-0.318499831026861,-0.027675847059905223,Consumer Defensive,0.1568115661039658
6075,ACVA,2023-11-10,2265.0,4.8,0.5570621468926555,1383106.4,0.04850408891132341,-0.16029136649777448,-0.17860649029764433,0.015804674403954833,Consumer Cyclical,0.1568115661039658
6573,ADEA,2023-11-10,993.5,2.9,-0.22413001560921864,462806.6,0.08179951955039355,0.397876784065345,-0.08023723498534324,-0.1835543740276978,Technology,0.1568115661039658
7252,ADNT,2023-11-10,2968.9,1.4,-0.12103960396039604,1578240.2,0.059489782716531936,0.053265400648448355,-0.2288096340898564,0.004486232370718657,Consumer Cyclical,0.1568115661039658
7854,ADTN,2023-11-10,394.3,0.6,-0.6165563609622859,1954531.8,0.09162584732405678,-0.08171211274151802,0.004173775049209661,0.20495637028369984,Technology,0.1568115661039658
8035,ADUS,2023-11-10,1335.4,2.0,-0.2366869532141499,60022.4,0.030553769578891915,0.08765297019381256,-0.07411765018641447,0.023987589871651283,Healthcare,0.1568115661039658
8326,AE,2023-11-10,78.9,0.8,-0.18380974394534755,13109.8,0.02713745437763719,-0.06682265464154287,-0.12932231690776355,-0.03300269578377879,Energy,0.1568115661039658
8520,AEHR,2023-11-10,705.6,8.8,0.5754371695811307,766987.6,0.11503780808059144,0.26532311436561984,0.14504387182169468,0.14082975036899192,Technology,0.1568115661039658
8714,AEIS,2023-11-10,3334.8,3.0,0.16352354895446553,205827.0,0.04870253185718497,0.12262250104253782,-0.055685875948253666,0.06556997871626535,Industrials,0.1568115661039658
9036,AEO,2023-11-10,3669.2,2.2,0.5838041431261773,3332367.4,0.05495794961878153,0.1277263205276917,-0.28745410161936885,-0.013997047787032035,Consumer Cyclical,0.1568115661039658
9671,AFBI,2023-11-10,89.8,0.8,0.028806584362139898,3025.6,0.030046735439226434,0.058663217897744854,0.007110951762052018,0.0337427839005906,Financial Services,0.1568115661039658
9768,AFCG,2023-11-10,222.6,0.7,-0.18738457167211242,118628.4,0.04284548819810318,0.09757478062051439,0.04195279643969539,-0.013855462708981525,Real Estate,0.1568115661039658
10792,AGIO,2023-11-10,1181.5,1.3,-0.21011274342330022,615322.2,0.048955826590917184,-0.22025970691644986,0.07031858989740045,-0.0371737533908898,Healthcare,0.1568115661039658
11069,AGM,2023-11-10,1714.4,1.2,0.30975992820282694,40714.8,0.04757278053748159,0.14788209959470675,-0.33976207312272183,0.01709537376315673,Financial Services,0.1568115661039658
11263,AGO,2023-11-10,3729.1,0.7,0.03443600867678942,295527.4,0.02776200903271669,0.08536471467264406,0.15503875968992248,-0.07024861096629076,Financial Services,0.1568115661039658
11618,AGS,2023-11-10,277.6,4.4,0.11129296235679198,465617.4,0.06983606181549218,0.05079176165327009,-1.434981031849865,-0.0006141456628849795,Consumer Cyclical,0.1568115661039658
11763,AGTI,2023-11-10,863.0,0.9,-0.6393333333333333,419646.4,0.0871003582975919,-0.010911546110064934,-0.20717379034597713,0.00015011273867382435,Healthcare,0.1568115661039658
11860,AGX,2023-11-10,591.6,2.1,0.3964233380184814,74135.4,0.030069010816623436,0.1299404614217422,-0.08957568798094623,0.045931587846287814,Industrials,0.1568115661039658
11957,AGYS,2023-11-10,2202.1,18.9,0.021829362029208488,155658.4,0.0735269759443748,0.1251095598474838,-0.20248884380436283,0.03583443426158062,Technology,0.1568115661039658
12054,AHCO,2023-11-10,938.4,0.5,-0.6741130091984231,1863623.8,0.095129099733888,-0.20766317886424807,-0.41305995083939734,-0.024481119143423213,Healthcare,0.1568115661039658
12151,AHH,2023-11-10,692.9,1.1,-0.011366892730919842,300111.8,0.03419127645942692,0.05558557826499595,-0.12883345075061595,0.03783147832846989,Real Estate,0.1568115661039658
12325,AI,2023-11-10,3158.4,3.4,0.6544117647058825,5139630.4,0.13574157366204456,-0.2778111024617536,-0.19967772653424734,-0.010767772426378164,Technology,0.1568115661039658
12906,AIN,2023-11-10,2585.9,2.8,-0.14313801001276927,186334.4,0.03868104118798727,0.11036236107313992,-0.040122526795406,0.033005995154911316,Consumer Cyclical,0.1568115661039658
13091,AIR,2023-11-10,2260.6,2.0,0.2927426536064115,177414.6,0.03678029367368453,0.06188714153561517,0.06392229417206291,0.052649506827404435,Industrials,0.1568115661039658
13482,AIRS,2023-11-10,316.9,3.9,0.9070121951219514,89028.0,0.07671836917432634,-0.17079586713209774,-0.5098537359512164,-0.0018117196755672582,Healthcare,0.1568115661039658
13580,AIRT,2023-11-10,63.5,5.6,0.049756097560975654,1670.2,0.03499265285888572,-1.359098228663446,-5.256604908778822,-0.047388297527455436,Industrials,0.1568115661039658
13775,AIV,2023-11-10,921.2,1.8,-0.15116279069767435,1716655.0,0.04126761885350166,-0.40889518045861184,-0.4440123727887714,-0.00510841277163987,Real Estate,0.1568115661039658
14245,AKA,2023-11-10,70.7,0.5,-0.7222222222222222,17775.4,0.1755226786033125,-1.1945968393124928,-1.3290529472834236,-0.1376952175878179,Consumer Cyclical,0.1568115661039658
14561,AKR,2023-11-10,1371.0,0.8,0.03476391668519763,550502.4,0.054953612963622854,-0.002668324370111797,-0.09052343887134394,-0.004847504891602461,Real Estate,0.1568115661039658
14658,AKRO,2023-11-10,787.3,1.3,-0.640009842519685,1126580.2,0.16267361679560569,-0.29008344780306017,-0.04611100089650514,0.37634153003098847,Healthcare,0.1568115661039658
15394,ALCO,2023-11-10,193.2,0.8,-0.23376215877000306,14436.8,0.04015556751152898,-0.08401096700015087,-0.0636710316159677,-0.0074894147845173675,Consumer Defensive,0.1568115661039658
15603,ALE,2023-11-10,3096.9,1.1,-0.07914777102763748,385629.4,0.025731084505860636,0.09051893741821543,-0.151096713975897,-0.007903321470937086,Utilities,0.1568115661039658
15797,ALEX,2023-11-10,1169.3,1.1,-0.15463376214229463,270892.2,0.024884045058976272,-0.037291271116303974,-0.1040845138990312,-0.008639670020345047,Real Estate,0.1568115661039658
15926,ALG,2023-11-10,2163.9,2.4,0.11608049085539562,62058.0,0.042329331072834805,0.1592237007137536,0.025064675740706803,0.023124525869638868,Industrials,0.1568115661039658
16314,ALGT,2023-11-10,1054.0,0.8,-0.062214030701019496,315840.0,0.060339324492196304,0.13210487403915028,-0.213990897329347,0.02720083540633289,Industrials,0.1568115661039658
16411,ALHC,2023-11-10,1134.6,6.0,-0.49886449659348986,564719.4,0.08438720531352359,-0.7340260405152252,-0.636361309239845,-0.002283286484980107,Healthcare,0.1568115661039658
16860,ALKT,2023-11-10,2008.3,6.2,0.1929949964260187,698556.6,0.04892913458793574,-0.168750971216771,-0.08932361976222317,-0.0016027684559409838,Technology,0.1568115661039658
17540,ALNT,2023-11-10,419.9,1.7,-0.12214443625644811,62979.0,0.0493175435203028,0.10143405499355924,-0.0653528463163314,0.010298661614670745,Technology,0.1568115661039658
17692,ALOT,2023-11-10,103.2,1.2,0.010594947025264867,3918.0,0.04737975856745146,0.01052537473552463,-0.05623863873409423,0.030404280395861738,Technology,0.1568115661039658
17789,ALPN,2023-11-10,601.2,3.5,0.7781629116117852,1357983.2,0.16782634118705655,-0.3344508538465932,0.10747615512022389,0.035040347051867426,Healthcare,0.1568115661039658
18089,ALRM,2023-11-10,2572.9,3.9,0.016012669364772192,334912.0,0.054140504036085085,0.1082458421108849,-0.01832147627756273,0.024214336835535644,Technology,0.1568115661039658
18283,ALRS,2023-11-10,346.1,1.0,-0.2409570541491164,34384.8,0.04291914564209168,0.10501188621557372,-0.11656712883420925,0.011710170755796279,Financial Services,0.1568115661039658
18586,ALTG,2023-11-10,375.8,2.5,-0.0811265237494746,390416.2,0.07807380899672191,0.07127734650670431,0.15384615384615385,0.06446318842792254,Industrials,0.1568115661039658
18650,ALTI,2023-11-10,948.6,2.0,-0.2781655034895314,28158.2,0.14116100610900817,-0.22426166100723088,0.14174053411678403,0.3824309063714739,Financial Services,0.1568115661039658
19135,ALX,2023-11-10,978.4,3.9,-0.20031869509512645,8763.4,0.042604753242663405,0.40741105422082186,0.035245995798870944,-0.0011826016667425554,Real Estate,0.1568115661039658
19232,ALXO,2023-11-10,321.0,1.5,-0.286161063330727,342283.8,0.15887954256497647,-0.5196655329758537,-0.07690628964222472,-0.08017565811713856,Healthcare,0.1568115661039658
19514,AMAL,2023-11-10,593.0,1.1,-0.28946581835261975,111627.2,0.050814242692685425,0.1713076805267669,-0.12236561860578382,0.0013246392244643523,Financial Services,0.1568115661039658
19805,AMBA,2023-11-10,2001.9,3.3,-0.17344385361276193,332051.4,0.05634390884338072,-0.16315306523733925,-0.20689348084369713,0.00785925650367525,Technology,0.1568115661039658
19902,AMBC,2023-11-10,661.6,0.5,-0.2312332439678284,869794.4,0.04602625832083888,0.15375423222465645,-0.952001593308106,-0.046389613469290936,Financial Services,0.1568115661039658
20096,AMCX,2023-11-10,607.6,0.6,-0.46682027649769586,266461.8,0.09651855880986822,-0.028956974346841517,-0.3208736100314327,-0.01888709168420266,Communication Services,0.1568115661039658
20387,AMED,2023-11-10,3043.1,2.9,0.012312050555676635,254113.6,0.03180541129960934,0.0025355605666709754,-0.11022411176383283,0.005741827214486017,Healthcare,0.1568115661039658
20484,AMEH,2023-11-10,1760.2,3.0,-0.15277398196228476,210926.4,0.055952333585214405,0.08316671008258411,-0.15245147391172723,0.03306625856385659,Healthcare,0.1568115661039658
20872,AMK,2023-11-10,1854.4,1.5,0.022071307300509213,125045.0,0.03541506102837271,0.09739085446970937,-0.07688086658625962,0.022860375476064787,Financial Services,0.1568115661039658
21048,AMLX,2023-11-10,842.6,2.0,-0.49058823529411766,3380373.8,0.08302879660575013,-0.2380194304244358,0.053691911399356675,0.18932852663225264,Healthcare,0.1568115661039658
21145,AMN,2023-11-10,2284.0,2.8,-0.3455849791869632,903132.6,0.05431754572408728,0.31258369677527037,-0.27758274502536234,-0.031796779829769806,Healthcare,0.1568115661039658
21242,AMNB,2023-11-10,425.2,1.3,0.04765328981939887,21047.4,0.0826252816645066,0.09227448580442607,-0.018483696555485173,0.0034084739646489393,Financial Services,0.1568115661039658
21630,AMPH,2023-11-10,2518.0,4.2,0.6163899682091132,536039.8,0.06482129240547535,0.23928263493705812,-0.06999261587983781,0.22591203014745598,Healthcare,0.1568115661039658
21727,AMPL,2023-11-10,1222.6,4.2,-0.37577639751552794,694996.0,0.05110597776519492,-0.32869511997551887,-0.39285007110327075,0.007706178914540063,Technology,0.1568115661039658
21813,AMPS,2023-11-10,841.6,1.9,-0.3840749414519906,970979.0,0.08362635734564,-0.04044087964680094,-0.15909012270061548,0.11940410929924705,Utilities,0.1568115661039658
22098,AMRC,2023-11-10,1164.3,1.3,-0.4555264879005886,1571773.2,0.09155430457365168,0.05547726555446656,0.18093410306503868,0.03547279418264626,Industrials,0.1568115661039658
22195,AMRK,2023-11-10,570.1,1.0,0.174414137533615,574387.2,0.056434190385465884,0.22815453083091108,0.8495038250292513,0.05683866444990904,Financial Services,0.1568115661039658
22592,AMSC,2023-11-10,234.4,3.0,0.5364077669902911,379774.6,0.14967148624836266,-0.3005904587790597,-0.14913407614200658,-0.0006149215096615812,Industrials,0.1568115661039658
22689,AMSF,2023-11-10,966.4,2.9,0.030723094949655305,73813.0,0.02292966462725933,0.19206519453365664,0.13778767005065812,-0.012051509755472867,Financial Services,0.1568115661039658
22883,AMSWA,2023-11-10,375.1,2.7,-0.3006687082057372,195756.8,0.05330870229163362,0.08055136372013583,0.01992617098187485,0.0039455503474172815,Technology,0.1568115661039658
23077,AMTB,2023-11-10,642.7,0.9,-0.3794942777083825,42970.2,0.05316504606567384,0.09478918697121731,0.06157228560962517,0.016422942508056204,Financial Services,0.1568115661039658
23344,AMWD,2023-11-10,1192.0,1.3,0.43429759878994134,73534.4,0.06283869073155027,0.12963686377915587,-0.15900143933739325,-0.01811559847301425,Consumer Cyclical,0.1568115661039658
23732,ANAB,2023-11-10,380.0,3.2,-0.3916693574426865,210843.0,0.06669246881946254,-0.8189200156780406,-0.28079204574885497,-0.05708863084249216,Healthcare,0.1568115661039658
23850,ANDE,2023-11-10,1661.6,1.3,0.37930092845439645,225556.8,0.03878727182571672,0.048784347983114575,-0.8905498921158294,-0.04973552742736309,Consumer Defensive,0.1568115661039658
24141,ANF,2023-11-10,3372.4,4.4,2.183447548761202,1311920.8,0.07376493514015665,0.15592293066926102,-0.5181125021565255,0.005852737935480912,Consumer Cyclical,0.1568115661039658
24335,ANGO,2023-11-10,247.4,0.6,-0.5214857975236709,406580.2,0.05355876481655518,0.015997885479610823,0.018668336111950453,-0.029070274192333878,Healthcare,0.1568115661039658
24432,ANIK,2023-11-10,293.1,1.1,-0.39877695526231094,99419.4,0.053647518072593894,-0.08874628493425733,-0.07088869067179944,-0.014351970575089967,Healthcare,0.1568115661039658
24529,ANIP,2023-11-10,1066.0,2.5,0.533510638297872,346163.8,0.06367228122218202,0.03646533429168043,-0.15380244651026534,0.04827640518067633,Healthcare,0.1568115661039658
24900,ANTX,2023-11-10,313.8,3.6,-0.06388702084734355,32755.0,0.21330949704165253,-0.5851745298012532,-0.13752269506984963,-0.049779544360206596,Healthcare,0.1568115661039658
24997,ANVS,2023-11-10,59.5,8.9,-0.3656174334140435,89132.8,0.05752460634244149,-1.9554693903205,-0.15153983799304743,-0.19049687064468313,Healthcare,0.1568115661039658
25203,AOMR,2023-11-10,237.4,1.0,-0.03280067283431454,48655.4,0.03975840627884493,-0.015583893540385155,-2.7754013127621424,-0.08967320335703932,Real Estate,0.1568115661039658
25373,AORT,2023-11-10,547.2,2.0,0.10008203445447084,178387.0,0.05905265309966031,-0.08776388204828872,-0.11554540912052874,0.010543131095494429,Healthcare,0.1568115661039658
25567,AOSL,2023-11-10,582.9,0.7,-0.2574606619641888,206802.6,0.06330914378901703,-0.008872566525970647,-0.006196623857957949,-0.02080561538353387,Technology,0.1568115661039658
25664,AOUT,2023-11-10,104.1,0.6,0.0969976905311778,29322.8,0.056543493200220736,-0.054109654702466856,-0.21372847234277392,-0.03048680227103462,Consumer Cyclical,0.1568115661039658
25925,APAM,2023-11-10,2913.0,9.8,0.14738202973497083,509294.4,0.052029606296379094,0.7675376259138504,-0.21328132269523603,0.014074438299242376,Financial Services,0.1568115661039658
26313,APEI,2023-11-10,95.0,0.3,-0.6599845797995374,55786.6,0.07682105342206623,-0.21235830996655838,-0.2937843054706055,-0.04302767147723063,Consumer Defensive,0.1568115661039658
26789,APLE,2023-11-10,3633.5,1.1,0.02058454839348145,2763418.2,0.03770968750609869,0.05019591306804907,-0.07523674127725836,-0.0007055485171924003,Real Estate,0.1568115661039658
27138,APOG,2023-11-10,985.5,2.3,0.03490531847422296,96285.8,0.04250258356848164,0.24963966917609506,-0.16581527555255882,-0.010905824647190698,Basic Materials,0.1568115661039658
27511,APPN,2023-11-10,2651.6,38.9,0.031749999999999945,515127.4,0.06372346595797268,-1.3227012501460451,-0.2050570549519025,0.06178716952854102,Technology,0.1568115661039658
29139,ARCB,2023-11-10,2736.0,2.2,0.3458821661948728,214119.4,0.060389330224036225,0.15365746612173584,-0.10953042936479533,-0.00027279898610388376,Industrials,0.1568115661039658
29333,ARCH,2023-11-10,2715.6,1.9,0.1718655176599102,360663.4,0.05647210204018096,0.5801318212768487,0.12138542576488758,0.00480499930530387,Basic Materials,0.1568115661039658
29442,ARCT,2023-11-10,509.6,1.8,0.2355795148247979,385961.0,0.086347093765689,0.3116647677314291,-0.20381948016405246,0.060334134291648134,Healthcare,0.1568115661039658
29954,ARGO,2023-11-10,1055.8,0.9,0.1697103274559193,697889.4,0.002175260910671553,-0.15374219309921164,-0.33820006143135045,-0.039113335519770254,Financial Services,0.1568115661039658
30039,ARHS,2023-11-10,1185.4,3.8,0.08371559633027492,858060.8,0.0802028238716694,0.5368043310072599,-0.024974282503252156,0.05411871958734227,Consumer Cyclical,0.1568115661039658
30136,ARI,2023-11-10,1468.7,0.7,0.010111122234457648,522875.2,0.0504840980481594,0.003330106197524811,-0.1218135320179852,-0.017433985384422757,Real Estate,0.1568115661039658
30233,ARIS,2023-11-10,511.7,1.6,-0.4679607109448082,282695.4,0.06634981331765552,0.04876480325990067,-0.4146026996052464,0.014068961782993883,Utilities,0.1568115661039658
30334,ARKO,2023-11-10,885.4,3.1,-0.16894179316369984,342964.4,0.032472345165123796,0.16462001564000842,-0.3649263884078257,0.04633889993370177,Consumer Cyclical,0.1568115661039658
30431,ARKR,2023-11-10,55.5,0.9,-0.19716896424232833,3644.2,0.027271656143235453,0.08633834399136284,-0.10273233120172744,0.005359457415119673,Consumer Cyclical,0.1568115661039658
30528,ARL,2023-11-10,209.3,0.3,-0.2347735554398751,4934.4,0.06508525549672992,0.5773842948446057,0.6516176686618983,0.07735874321080138,Real Estate,0.1568115661039658
30625,ARLO,2023-11-10,836.5,9.3,1.192207792207792,953716.8,0.06944605118409364,-0.6594244567634403,-0.7311138367755076,-0.026424393498239107,Basic Materials,0.1568115661039658
30722,ARLP,2023-11-10,2793.6,1.5,0.15766627047697823,470210.8,0.03141336001915404,0.4246462515530313,-0.1438076523858453,0.028828252469430327,Basic Materials,0.1568115661039658
31108,AROC,2023-11-10,2147.4,2.5,0.581764122893955,1178573.0,0.039513297885826686,0.09614592482616302,-0.22520259482288932,0.00633161139981353,Energy,0.1568115661039658
31205,AROW,2023-11-10,397.0,1.1,-0.4385203359441351,54349.4,0.057351226973230945,0.10916200693587058,-0.044578910627276314,0.00689521454401687,Financial Services,0.1568115661039658
31399,ARR,2023-11-10,801.6,0.6,-0.270093495445608,1330342.8,0.06281649049827089,-0.09588112599021612,-0.24434983863756082,0.06499540373797519,Real Estate,0.1568115661039658
31491,ARRY,2023-11-10,2118.5,7.6,-0.0549343704423918,11148666.0,0.10057245214369599,0.46814702572615957,-0.5811504907913941,0.013778868856816784,Technology,0.1568115661039658
31688,ARTNA,2023-11-10,418.2,1.8,-0.19417820376286832,25517.2,0.03482310728155563,0.07455728017497745,-0.03372441050632183,0.02035774316681982,Utilities,0.1568115661039658
31882,ARVN,2023-11-10,824.8,1.8,-0.6636036755892929,597979.0,0.10094245729732482,-0.5917764311113337,0.08113387088696349,-0.05685907586008354,Healthcare,0.1568115661039658
32076,ARWR,2023-11-10,2889.9,7.9,-0.22876195998840243,929008.6,0.06403912473965587,-0.4564300660109466,0.04080997453944496,0.013659926893325958,Healthcare,0.1568115661039658
32335,ASB,2023-11-10,2558.4,0.7,-0.31862703347244703,1457517.8,0.04979436780455122,0.09798746377092814,-0.03069363983425916,0.022511194597404582,Financial Services,0.1568115661039658
32608,ASH,2023-11-10,3712.4,1.2,-0.2844959998492287,624476.8,0.03208465454932865,0.07349081364829396,0.01327775204570017,-0.015279052140264038,Basic Materials,0.1568115661039658
32705,ASIX,2023-11-10,663.1,0.9,-0.22520049518273322,244977.2,0.03886273443973385,0.1234065355389309,-0.04451568564383683,0.003566066577939786,Basic Materials,0.1568115661039658
32802,ASLE,2023-11-10,687.3,1.5,-0.11804767309875153,565972.0,0.08357948924605925,0.014199688419285865,0.38421741013039074,0.020735694822888284,Industrials,0.1568115661039658
33087,ASO,2023-11-10,3404.0,2.0,-0.019363323054598314,1202845.0,0.06640891512915585,0.32723010081701714,0.001982372386291356,0.0011485071655987777,Consumer Cyclical,0.1568115661039658
33237,ASPN,2023-11-10,642.1,1.6,-0.38688282977155486,790836.4,0.11748042172732183,-0.12844134355620465,0.02108364853333302,0.09694189980217383,Basic Materials,0.1568115661039658
33634,ASTC,2023-11-10,12.7,0.3,-0.22975593987392928,5074.0,0.07306951583071675,-0.20199311886969318,-0.04227129667935713,-0.0407305378947469,Industrials,0.1568115661039658
33731,ASTE,2023-11-10,709.9,1.1,0.006669733210671769,145234.8,0.06535978535495375,0.02767078059900951,0.08411288420721641,0.0326311026195385,Industrials,0.1568115661039658
34062,ASUR,2023-11-10,178.0,1.2,0.28878990348923517,143016.6,0.07005734974134285,-0.06157229622319018,-0.1455059565988734,0.0039009315412359413,Technology,0.1568115661039658
34256,ASYS,2023-11-10,101.2,1.0,-0.2714148219441771,11712.2,0.0533992244994991,0.0367470338660095,0.1082492822844948,0.028738259000438804,Technology,0.1568115661039658
34520,ATEN,2023-11-10,891.1,4.5,-0.39816857899382163,1541442.8,0.06200768349730748,0.2119747796391463,-0.1535062726987875,0.017398808664234933,Technology,0.1568115661039658
34714,ATEX,2023-11-10,571.6,3.2,-0.1688174874901237,154844.6,0.052067372914274455,-0.030543563493474733,0.11886279299579362,0.014131606620747528,Communication Services,0.1568115661039658
34811,ATGE,2023-11-10,2215.7,1.6,0.0951911220715167,397315.4,0.05573782090530445,0.07013197580687758,-0.07380749299808181,-0.01752995312477612,Consumer Defensive,0.1568115661039658
35410,ATLC,2023-11-10,445.4,1.2,-0.04892037786774628,17028.4,0.06842233870108315,0.32110875596889626,-0.8795503530728652,0.03704028977997331,Financial Services,0.1568115661039658
35507,ATLO,2023-11-10,158.6,1.1,-0.2548047696983867,14946.8,0.050080207518620606,0.08580104186979413,-0.039033247084386866,0.007816648394198822,Financial Services,0.1568115661039658
35837,ATNI,2023-11-10,492.1,0.9,-0.2576389823664019,34264.4,0.06586485196316214,-0.017932861052755964,-0.21947497693312004,0.023173143000656538,Communication Services,0.1568115661039658
36191,ATOM,2023-11-10,131.8,6.8,-0.35626283367556466,193457.8,0.08625137207244249,-0.979610307982401,-0.2471401634192332,-0.04225273290303322,Technology,0.1568115661039658
36582,ATRC,2023-11-10,1662.1,3.6,-0.19048672566371683,323936.4,0.061416853183517146,-0.05404675602960279,-0.05513557419370293,0.007830659848248933,Healthcare,0.1568115661039658
36679,ATRI,2023-11-10,550.8,2.3,-0.3551242027878402,6199.4,0.04884051226756298,0.08885414060545409,0.051367692435993664,-0.006709424182098189,Healthcare,0.1568115661039658
36776,ATRO,2023-11-10,499.6,2.1,0.7391799544419133,118421.4,0.06497330966753045,-0.1608313352699314,0.004577669805449033,0.029555994822198617,Industrials,0.1568115661039658
36894,ATSG,2023-11-10,978.4,0.7,-0.3060240963855422,1626914.4,0.07373381107225953,0.0840064436315738,-0.34329746615758416,0.022028288179289035,Industrials,0.1568115661039658
37284,AUB,2023-11-10,2234.0,0.9,-0.13619601987017338,255397.8,0.04905471560335527,0.08951985842037663,-0.03207938631100562,0.00968976061771265,Financial Services,0.1568115661039658
37381,AUBN,2023-11-10,71.7,1.2,-0.0394323918679218,1185.8,0.02526103658946058,0.14368059305091424,-0.0452522363447984,-0.0028793357602310277,Financial Services,0.1568115661039658
37515,AUGX,2023-11-10,216.6,54.3,2.3892617449664426,304575.2,0.09707015182830026,-4.085987951285052,-0.8669873878559355,-0.015390764272618318,Healthcare,0.1568115661039658
37599,AUID,2023-11-10,49.2,6.7,-0.012499999999999956,11612.0,0.1495920080914591,-5.0751423106168625,-3.1086996679359657,-0.17545427555553927,Technology,0.1568115661039658
37872,AUPH,2023-11-10,1111.5,2.8,0.42155009451795844,1254643.6,0.07503201782872841,-0.1954187689713749,-0.10093087900598223,0.03404404703711683,Healthcare,0.1568115661039658
38055,AURA,2023-11-10,293.7,1.8,-0.3413685847589424,1043069.2,0.15695515192088236,-0.4151631139211236,-0.05108529631905947,0.08150855361081843,Healthcare,0.1568115661039658
38478,AVA,2023-11-10,2588.7,1.1,-0.11023515019709118,483951.6,0.03697820468641682,0.0692533183942939,-0.059641435772081156,0.014167366944623172,Utilities,0.1568115661039658
